NUMCLI,NOM_COM,CP,NOM,PRENOM,AGE,Who's WHO
1592,ST ANDRE DE LA ROCHE,6730,DEPARDIEU,Gérard,25,O
1593,ST CEZAIRE SUR SIAGNE,6530,PARADIS,Vanessa,21,N
1594,ST MARTIN D ENTRAUNES,6470,SPACEY,Kevin,45,N
1595,ST VALLIER DE THIEY,6460,SMITH,Will,62,N
1596,SIGALE,6910,LY,Bashir,44,N
1597,SOSPEL,6380,NIABA,Victoria,36,N
1598,SPERACEDES,6530,DESNOUST,Nicolas,47,N
1599,TOUDON,6830,DUPONT,Jean-Luc,25,N
1600,UTELLE,6450,DEPARDIEU,Gérard,25,O
1601,VENCE,6140,PARADIS,Vanessa,21,N
1602,LA BRIGUE,6430,SPACEY,Kevin,45,N
1603,ARTIGNOSC SUR VERDON,83630,SMITH,Will,62,N
1604,ARTIGUES,83560,LY,Bashir,44,N
1605,AUPS,83630,NIABA,Victoria,36,N
1606,BANDOL,83150,DESNOUST,Nicolas,47,N
1607,BAUDINARD SUR VERDON,83630,DUPONT,Jean-Luc,25,N
1608,BESSE SUR ISSOLE,83890,DEPARDIEU,Gérard,25,N
1609,LE BOURGUET,83840,PARADIS,Vanessa,21,N
1610,LE CANNET DES MAURES,83340,SPACEY,Kevin,45,O
1611,CHATEAUVERT,83670,SMITH,Will,62,N
1612,COLLOBRIERES,83610,LY,Bashir,44,N
1613,CUERS,83390,NIABA,Victoria,36,O
1614,DRAGUIGNAN,83300,DESNOUST,Nicolas,47,N
1615,LA FARLEDE,83210,DUPONT,Jean-Luc,25,N
1616,LA GARDE,83130,DEPARDIEU,Gérard,25,O
1617,GONFARON,83590,PARADIS,Vanessa,21,N
1618,GRIMAUD,83310,SPACEY,Kevin,45,N
1619,LA LONDE LES MAURES,83250,SMITH,Will,62,O
1620,MONTFERRAT,83131,LY,Bashir,44,N
1621,MONTFORT SUR ARGENS,83570,NIABA,Victoria,36,O
1622,NEOULES,83136,DESNOUST,Nicolas,47,O
1623,OLLIERES,83470,DUPONT,Jean-Luc,25,N
1624,RAMATUELLE,83350,DEPARDIEU,Gérard,25,O
1625,ROQUEBRUNE SUR ARGENS,83380,PARADIS,Vanessa,21,N
1626,ST RAPHAEL,83530,SPACEY,Kevin,45,N
1627,ST RAPHAEL,83700,SMITH,Will,62,N
1628,ST TROPEZ,83990,LY,Bashir,44,N
1629,ST ZACHARIE,83640,NIABA,Victoria,36,O
1630,SALERNES,83690,DESNOUST,Nicolas,47,N
1631,SEILLANS,83440,DUPONT,Jean-Luc,25,N
1632,LA SEYNE SUR MER,83500,DEPARDIEU,Gérard,25,N
1633,LE THORONET,83340,PARADIS,Vanessa,21,N
1634,TOULON,83200,SPACEY,Kevin,45,O
1635,TOURRETTES,83440,SMITH,Will,62,O
1636,TRIGANCE,83840,LY,Bashir,44,N
1637,LA VALETTE DU VAR,83160,NIABA,Victoria,36,N
1638,VIDAUBAN,83550,DESNOUST,Nicolas,47,N
1639,AUREL,84390,DUPONT,Jean-Luc,25,O
1640,AVIGNON,84000,DEPARDIEU,Gérard,25,N
1641,CASTELLET,84400,PARADIS,Vanessa,21,N
1642,GIGNAC,84400,SPACEY,Kevin,45,N
1643,GRILLON,84600,SMITH,Will,62,N
1644,LAGARDE D APT,84400,LY,Bashir,44,N
1645,LAGNES,84800,NIABA,Victoria,36,N
1646,LIOUX,84220,DESNOUST,Nicolas,47,O
1647,MALAUCENE,84340,DUPONT,Jean-Luc,25,N
1648,MAUBEC,84660,DEPARDIEU,Gérard,25,N
1649,MIRABEAU,84120,PARADIS,Vanessa,21,N
1650,MONDRAGON,84430,SPACEY,Kevin,45,N
1651,MONTEUX,84170,SMITH,Will,62,N
1652,ORANGE,84100,LY,Bashir,44,N
1653,PERNES LES FONTAINES,84210,NIABA,Victoria,36,N
1654,PERTUIS,84120,DESNOUST,Nicolas,47,N
1655,PUGET,84360,DUPONT,Jean-Luc,25,N
1656,PUYMERAS,84110,DEPARDIEU,Gérard,25,N
1657,RICHERENCHES,84600,PARADIS,Vanessa,21,N
1658,ROAIX,84110,SPACEY,Kevin,45,O
1659,LA ROQUE SUR PERNES,84210,SMITH,Will,62,N
1660,RUSTREL,84400,LY,Bashir,44,N
1661,STE CECILE LES VIGNES,84290,NIABA,Victoria,36,N
1662,ST PIERRE DE VASSOLS,84330,DESNOUST,Nicolas,47,N
1663,SANNES,84240,DUPONT,Jean-Luc,25,N
1664,SAUMANE DE VAUCLUSE,84800,DEPARDIEU,Gérard,25,N
1665,TRAVAILLAN,84850,PARADIS,Vanessa,21,N
1666,UCHAUX,84100,SPACEY,Kevin,45,N
1667,VACQUEYRAS,84190,SMITH,Will,62,O
1668,VEDENE,84270,LY,Bashir,44,N
1669,VILLARS,84400,NIABA,Victoria,36,O
1670,VILLES SUR AUZON,84570,DESNOUST,Nicolas,47,N
1671,AMPUS,83111,DUPONT,Jean-Luc,25,O
1672,BARGEMON,83830,DEPARDIEU,Gérard,25,O
1673,BARJOLS,83670,PARADIS,Vanessa,21,N
1674,CARCES,83570,SPACEY,Kevin,45,N
1675,ENTRECASTEAUX,83570,SMITH,Will,62,N
1676,FLASSANS SUR ISSOLE,83340,LY,Bashir,44,N
1677,FLAYOSC,83780,NIABA,Victoria,36,N
1678,FOX AMPHOUX,83670,DESNOUST,Nicolas,47,N
1679,LA GARDE FREINET,83680,DUPONT,Jean-Luc,25,N
1680,LES MAYONS,83340,DEPARDIEU,Gérard,25,N
1681,LA MOLE,83310,PARADIS,Vanessa,21,N
1682,MONTAUROUX,83440,SPACEY,Kevin,45,N
1683,LA MOTTE,83920,SMITH,Will,62,N
1684,LE MUY,83490,LY,Bashir,44,N
1685,POURCIEUX,83470,NIABA,Victoria,36,N
1686,POURRIERES,83910,DESNOUST,Nicolas,47,N
1687,LA ROQUEBRUSSANNE,83136,DUPONT,Jean-Luc,25,O
1688,ST MAXIMIN LA STE BAUME,83470,DEPARDIEU,Gérard,25,N
1689,SILLANS LA CASCADE,83690,PARADIS,Vanessa,21,N
1690,SOLLIES PONT,83210,SPACEY,Kevin,45,N
1691,SOLLIES VILLE,83210,SMITH,Will,62,N
1692,TOULON,83100,LY,Bashir,44,N
1693,TOURVES,83170,NIABA,Victoria,36,N
1694,ST ANTONIN DU VAR,83510,DESNOUST,Nicolas,47,N
1695,BEDARRIDES,84370,DUPONT,Jean-Luc,25,O
1696,BEDOIN,84410,DEPARDIEU,Gérard,25,N
1697,BONNIEUX,84480,PARADIS,Vanessa,21,N
1698,CABRIERES D AIGUES,84240,SPACEY,Kevin,45,N
1699,CAMARET SUR AIGUES,84850,SMITH,Will,62,N
1700,CAROMB,84330,LY,Bashir,44,N
1701,CHATEAUNEUF DE GADAGNE,84470,NIABA,Victoria,36,N
1702,CHEVAL BLANC,84460,DESNOUST,Nicolas,47,N
1703,FAUCON,84110,DUPONT,Jean-Luc,25,N
1704,LACOSTE,84480,DEPARDIEU,Gérard,25,N
1705,LAMOTTE DU RHONE,84840,PARADIS,Vanessa,21,O
1706,LAPALUD,84840,SPACEY,Kevin,45,N
1707,LAURIS,84360,SMITH,Will,62,N
1708,LORIOL DU COMTAT,84870,LY,Bashir,44,O
1709,LA MOTTE D AIGUES,84240,NIABA,Victoria,36,N
1710,OPPEDE,84580,DESNOUST,Nicolas,47,N
1711,LE PONTET,84130,DUPONT,Jean-Luc,25,O
1712,PUYVERT,84160,DEPARDIEU,Gérard,25,N
1713,RASTEAU,84110,PARADIS,Vanessa,21,N
1714,ST DIDIER,84210,SPACEY,Kevin,45,O
1715,ST LEGER DU VENTOUX,84390,SMITH,Will,62,N
1716,ST PANTALEON,84220,LY,Bashir,44,O
1717,ST TRINIT,84390,NIABA,Victoria,36,O
1718,SERIGNAN DU COMTAT,84830,DESNOUST,Nicolas,47,N
1719,SUZETTE,84190,DUPONT,Jean-Luc,25,O
1720,VALREAS,84600,DEPARDIEU,Gérard,25,N
1721,VELLERON,84740,PARADIS,Vanessa,21,N
1722,VENASQUE,84210,SPACEY,Kevin,45,N
1723,VILLEDIEU,84110,SMITH,Will,62,N
1724,AURIOL,13390,LY,Bashir,44,O
1725,LES BAUX DE PROVENCE,13520,NIABA,Victoria,36,N
1726,BOULBON,13150,DESNOUST,Nicolas,47,N
1727,CASSIS,13260,DUPONT,Jean-Luc,25,N
1728,CORNILLON CONFOUX,13250,DEPARDIEU,Gérard,25,N
1729,FOS SUR MER,13270,PARADIS,Vanessa,21,O
1730,ISTRES,13800,SPACEY,Kevin,45,O
1731,LAMBESC,13410,SMITH,Will,62,N
1732,MARTIGUES,13117,LY,Bashir,44,N
1733,EVENOS,83330,NIABA,Victoria,36,N
1734,FAYENCE,83440,DESNOUST,Nicolas,47,O
1735,FORCALQUEIRET,83136,DUPONT,Jean-Luc,25,N
1736,FREJUS,83600,DEPARDIEU,Gérard,25,N
1737,GAREOULT,83136,PARADIS,Vanessa,21,N
1738,GINASSERVIS,83560,SPACEY,Kevin,45,N
1739,LORGUES,83510,SMITH,Will,62,N
1740,LE LUC,83340,LY,Bashir,44,N
1741,ANGLES,4170,NIABA,Victoria,36,O
1742,BEYNES,4270,DESNOUST,Nicolas,47,N
1743,LA BREOLE,4340,DUPONT,Jean-Luc,25,N
1744,BRUNET,4210,DEPARDIEU,Gérard,25,N
1745,LE BRUSQUET,4420,PARADIS,Vanessa,21,N
1746,LE CAIRE,4250,SPACEY,Kevin,45,N
1747,CHATEAU ARNOUX ST AUBAN,4600,SMITH,Will,62,N
1748,CHATEAUFORT,4250,LY,Bashir,44,N
1749,DAUPHIN,4300,NIABA,Victoria,36,N
1750,DIGNE LES BAINS,4000,DESNOUST,Nicolas,47,N
1751,MAS BLANC DES ALPILLES,13103,DUPONT,Jean-Luc,25,N
1752,MOURIES,13890,DEPARDIEU,Gérard,25,N
1753,PELISSANNE,13330,PARADIS,Vanessa,21,O
1754,LE PUY STE REPARADE,13610,SPACEY,Kevin,45,N
1755,ROGNAC,13340,SMITH,Will,62,N
1756,ROUSSET,13790,LY,Bashir,44,N
1757,ST SAVOURNIN,13119,NIABA,Victoria,36,N
1758,ST VICTORET,13700,DESNOUST,Nicolas,47,N
1759,SALON DE PROVENCE,13300,DUPONT,Jean-Luc,25,N
1760,VENELLES,13770,DEPARDIEU,Gérard,25,N
1761,VERNEGUES,13116,PARADIS,Vanessa,21,N
1762,COUDOUX,13111,SPACEY,Kevin,45,O
1763,MARSEILLE 02,13001,SMITH,Will,62,N
1764,MARSEILLE 03,13002,LY,Bashir,44,O
1765,MARSEILLE 04,13003,NIABA,Victoria,36,N
1766,MARSEILLE 11,13010,DESNOUST,Nicolas,47,O
1767,MARSEILLE 13,13012,DUPONT,Jean-Luc,25,O
1768,LA MARTRE,83840,DEPARDIEU,Gérard,25,N
1769,MAZAUGUES,83136,PARADIS,Vanessa,21,N
1770,MONS,83440,SPACEY,Kevin,45,N
1771,PLAN D AUPS STE BAUME,83640,SMITH,Will,62,N
1772,LE PLAN DE LA TOUR,83120,LY,Bashir,44,N
1773,PUGET VILLE,83390,NIABA,Victoria,36,N
1774,LE REVEST LES EAUX,83200,DESNOUST,Nicolas,47,N
1775,RIBOUX,13780,DUPONT,Jean-Luc,25,N
1776,STE ANASTASIE SUR ISSOLE,83136,DEPARDIEU,Gérard,25,N
1777,ST JULIEN,83560,PARADIS,Vanessa,21,N
1778,ST MARTIN DE PALLIERES,83560,SPACEY,Kevin,45,N
1779,ST PAUL EN FORET,83440,SMITH,Will,62,N
1780,LES SALLES SUR VERDON,83630,LY,Bashir,44,N
1781,SIGNES,83870,NIABA,Victoria,36,N
1782,SOLLIES TOUCAS,83210,DESNOUST,Nicolas,47,O
1783,TAVERNES,83670,DUPONT,Jean-Luc,25,N
1784,LA VERDIERE,83560,DEPARDIEU,Gérard,25,N
1785,VERIGNON,83630,PARADIS,Vanessa,21,N
1786,VILLECROZE,83690,SPACEY,Kevin,45,N
1787,ALTHEN DES PALUDS,84210,SMITH,Will,62,N
1788,AUBIGNAN,84810,LY,Bashir,44,N
1789,LA BASTIDE DES JOURDANS,84240,NIABA,Victoria,36,N
1790,LA BASTIDONNE,84120,DESNOUST,Nicolas,47,O
1791,BEAUMES DE VENISE,84190,DUPONT,Jean-Luc,25,N
1792,BEAUMONT DE PERTUIS,84120,DEPARDIEU,Gérard,25,N
1793,BLAUVAC,84570,PARADIS,Vanessa,21,N
1794,BUISSON,84110,SPACEY,Kevin,45,N
1795,CABRIERES D AVIGNON,84220,SMITH,Will,62,N
1796,CAIRANNE,84290,LY,Bashir,44,N
1797,CASENEUVE,84750,NIABA,Victoria,36,N
1798,GIGONDAS,84190,DESNOUST,Nicolas,47,N
1799,GRAMBOIS,84240,DUPONT,Jean-Luc,25,N
1800,L ISLE SUR LA SORGUE,84800,DEPARDIEU,Gérard,25,O
1801,JONQUERETTES,84450,PARADIS,Vanessa,21,N
1802,JOUCAS,84220,SPACEY,Kevin,45,N
1803,LAGARDE PAREOL,84290,SMITH,Will,62,O
1804,MALEMORT DU COMTAT,84570,LY,Bashir,44,N
1805,MERINDOL,84360,NIABA,Victoria,36,N
1806,METHAMIS,84570,DESNOUST,Nicolas,47,O
1807,MORMOIRON,84570,DUPONT,Jean-Luc,25,N
1808,MORNAS,84550,DEPARDIEU,Gérard,25,N
1809,PEYPIN D AIGUES,84240,PARADIS,Vanessa,21,O
1810,LA ROQUE ALRIC,84190,SPACEY,Kevin,45,N
1811,SAIGNON,84400,SMITH,Will,62,O
1812,ST MARTIN DE LA BRASQUE,84760,LY,Bashir,44,O
1813,ST ROMAN DE MALEGARDE,84290,NIABA,Victoria,36,N
1814,ST SATURNIN LES AVIGNON,84450,DESNOUST,Nicolas,47,O
1815,LE THOR,84250,DUPONT,Jean-Luc,25,N
1816,VAISON LA ROMAINE,84110,DEPARDIEU,Gérard,25,N
1817,VILLELAURE,84530,PARADIS,Vanessa,21,N
1818,VISAN,84820,SPACEY,Kevin,45,N
1819,LES MEES,4190,SMITH,Will,62,O
1820,MIRABEAU,4510,LY,Bashir,44,N
1821,MISON,4200,NIABA,Victoria,36,N
1822,MONTJUSTIN,4110,DESNOUST,Nicolas,47,N
1823,LA MOTTE DU CAIRE,4250,DUPONT,Jean-Luc,25,N
1824,MOUSTIERS STE MARIE,4360,DEPARDIEU,Gérard,25,O
1825,PEIPIN,4200,PARADIS,Vanessa,21,O
1826,PUIMOISSON,4410,SPACEY,Kevin,45,N
1827,REVEST ST MARTIN,4230,SMITH,Will,62,N
1828,LA ROCHETTE,6260,LY,Bashir,44,N
1829,ROUMOULES,4500,NIABA,Victoria,36,O
1830,ST BENOIT,4240,DESNOUST,Nicolas,47,N
1831,ST JEANNET,4270,DUPONT,Jean-Luc,25,N
1832,ST MARTIN LES SEYNE,4140,DEPARDIEU,Gérard,25,N
1833,ST PAUL SUR UBAYE,4530,PARADIS,Vanessa,21,N
1834,ST VINCENT SUR JABRON,4200,SPACEY,Kevin,45,N
1835,SISTERON,4200,SMITH,Will,62,N
1836,THEZE,4200,LY,Bashir,44,O
1837,THORAME BASSE,4170,NIABA,Victoria,36,N
1838,UBRAYE,4240,DESNOUST,Nicolas,47,N
1839,VACHERES,4110,DUPONT,Jean-Luc,25,N
1840,VALERNES,4200,DEPARDIEU,Gérard,25,N
1841,VILLARS COLMARS,4370,PARADIS,Vanessa,21,N
1842,VILLEMUS,4110,SPACEY,Kevin,45,N
1843,AVANCON,5230,SMITH,Will,62,N
1844,BARATIER,5200,LY,Bashir,44,N
1845,LA BEAUME,5140,NIABA,Victoria,36,N
1846,CEILLAC,5600,DESNOUST,Nicolas,47,N
1847,CHAMPCELLA,5310,DUPONT,Jean-Luc,25,N
1848,CHAMPOLEON,5260,DEPARDIEU,Gérard,25,O
1849,EYGLIERS,5600,PARADIS,Vanessa,21,N
1850,LA FARE EN CHAMPSAUR,5500,SPACEY,Kevin,45,N
1851,LA GRAVE,5320,SMITH,Will,62,N
1852,LAYE,5500,LY,Bashir,44,N
1853,MONT DAUPHIN,5600,NIABA,Victoria,36,N
1854,MONTGARDIN,5230,DESNOUST,Nicolas,47,N
1855,LE NOYER,5500,DUPONT,Jean-Luc,25,N
1856,POLIGNY,5500,DEPARDIEU,Gérard,25,N
1857,PRUNIERES,5230,PARADIS,Vanessa,21,O
1858,PUY SANIERES,5200,SPACEY,Kevin,45,N
1859,RABOU,5400,SMITH,Will,62,O
1860,LA ROCHE DE RAME,5310,LY,Bashir,44,N
1861,LA ROCHETTE,5000,NIABA,Victoria,36,O
1862,ST CREPIN,5600,DESNOUST,Nicolas,47,O
1863,ST JACQUES EN VALGODEMARD,5800,DUPONT,Jean-Luc,25,N
1864,ST MARTIN DE QUEYRIERES,5120,DEPARDIEU,Gérard,25,N
1865,ST MAURICE EN VALGODEMARD,5800,PARADIS,Vanessa,21,N
1866,LA SALLE LES ALPES,5240,SPACEY,Kevin,45,N
1867,LA SAULCE,5110,SMITH,Will,62,N
1868,SAVINES LE LAC,5160,LY,Bashir,44,N
1869,VALLOUISE,5290,NIABA,Victoria,36,N
1870,LES VIGNEAUX,5120,DESNOUST,Nicolas,47,N
1871,VILLAR LOUBIERE,5800,DUPONT,Jean-Luc,25,N
1872,ASCROS,6260,DEPARDIEU,Gérard,25,N
1873,AUVARE,6260,PARADIS,Vanessa,21,N
1874,BAIROLS,6420,SPACEY,Kevin,45,N
1875,BELVEDERE,6450,SMITH,Will,62,N
1876,BEUIL,6470,LY,Bashir,44,N
1877,LA BOLLENE VESUBIE,6450,NIABA,Victoria,36,O
1878,CHATEAUNEUF VILLEVIEILLE,6390,DESNOUST,Nicolas,47,N
1879,COARAZE,6390,DUPONT,Jean-Luc,25,N
1880,CONSEGUDES,6510,DEPARDIEU,Gérard,25,N
1881,DRAP,6340,PARADIS,Vanessa,21,N
1882,EZE,6360,SPACEY,Kevin,45,N
1883,GILETTE,6830,SMITH,Will,62,N
1884,LANTOSQUE,6450,LY,Bashir,44,N
1885,LIEUCHE,6260,NIABA,Victoria,36,O
1886,MALAUSSENE,6710,DESNOUST,Nicolas,47,N
1887,NICE,6200,DUPONT,Jean-Luc,25,N
1888,NICE,6300,DEPARDIEU,Gérard,25,N
1889,LA PENNE,6260,PARADIS,Vanessa,21,N
1890,PIERREFEU,6910,SPACEY,Kevin,45,N
1891,PUGET ROSTANG,6260,SMITH,Will,62,N
1892,ROQUEBILLIERE,6450,LY,Bashir,44,N
1893,LA ROQUETTE SUR VAR,6670,NIABA,Victoria,36,N
1894,ST JEAN CAP FERRAT,6230,DESNOUST,Nicolas,47,N
1895,ST PAUL DE VENCE,6570,DUPONT,Jean-Luc,25,O
1896,SALLAGRIFFON,6910,DEPARDIEU,Gérard,25,N
1897,TOUET SUR VAR,6710,PARADIS,Vanessa,21,N
1898,TOURNEFORT,6420,SPACEY,Kevin,45,O
1899,VALDEROURE,6750,SMITH,Will,62,N
1900,VENANSON,6450,LY,Bashir,44,N
1901,BORMES LES MIMOSAS,83230,NIABA,Victoria,36,O
1902,BRENON,83840,DESNOUST,Nicolas,47,N
1903,LA CADIERE D AZUR,83740,DUPONT,Jean-Luc,25,N
1904,CAMPS LA SOURCE,83170,DEPARDIEU,Gérard,25,O
1905,CARNOULES,83660,PARADIS,Vanessa,21,N
1906,CARQUEIRANNE,83320,SPACEY,Kevin,45,O
1907,CAVALAIRE SUR MER,83240,SMITH,Will,62,O
1908,CHATEAUDOUBLE,83300,LY,Bashir,44,N
1909,CHATEAUVIEUX,83840,NIABA,Victoria,36,O
1910,CORRENS,83570,DESNOUST,Nicolas,47,N
1911,LA CRAU,83260,DUPONT,Jean-Luc,25,N
1912,ESPARRON,83560,DEPARDIEU,Gérard,25,N
1913,FIGANIERES,83830,PARADIS,Vanessa,21,N
1914,OLLIOULES,83190,SPACEY,Kevin,45,O
1915,PIERREFEU DU VAR,83390,SMITH,Will,62,N
1916,PIGNANS,83790,LY,Bashir,44,N
1917,PONTEVES,83670,NIABA,Victoria,36,N
1918,LE PRADET,83220,DESNOUST,Nicolas,47,N
1919,RIANS,83560,DUPONT,Jean-Luc,25,O
1920,ROCBARON,83136,DEPARDIEU,Gérard,25,O
1921,ROQUEBRUNE SUR ARGENS,83520,PARADIS,Vanessa,21,N
1922,STE MAXIME,83120,SPACEY,Kevin,45,N
1923,SANARY SUR MER,83110,SMITH,Will,62,N
1924,SEILLONS SOURCE D ARGENS,83470,LY,Bashir,44,O
1925,TANNERON,83440,NIABA,Victoria,36,N
1926,TARADEAU,83460,DESNOUST,Nicolas,47,N
1927,TOURTOUR,83690,DUPONT,Jean-Luc,25,N
1928,TRANS EN PROVENCE,83720,DEPARDIEU,Gérard,25,N
1929,LE VAL,83143,PARADIS,Vanessa,21,N
1930,VINS SUR CARAMY,83170,SPACEY,Kevin,45,N
1931,ST MANDRIER SUR MER,83430,SMITH,Will,62,O
1932,ANSOUIS,84240,LY,Bashir,44,N
1933,APT,84400,NIABA,Victoria,36,N
1934,LE BARROUX,84330,DESNOUST,Nicolas,47,N
1935,LE BEAUCET,84210,DUPONT,Jean-Luc,25,N
1936,BOLLENE,84500,DEPARDIEU,Gérard,25,N
1937,BUOUX,84480,PARADIS,Vanessa,21,N
1938,CADEROUSSE,84860,SPACEY,Kevin,45,N
1939,CARPENTRAS,84200,SMITH,Will,62,N
1940,CAUMONT SUR DURANCE,84510,LY,Bashir,44,N
1941,CRESTET,84110,NIABA,Victoria,36,N
1942,CUCURON,84160,DESNOUST,Nicolas,47,N
1943,FLASSAN,84410,DUPONT,Jean-Luc,25,O
1944,GOULT,84220,DEPARDIEU,Gérard,25,N
1945,JONQUIERES,84150,PARADIS,Vanessa,21,N
1946,MAZAN,84380,SPACEY,Kevin,45,N
1947,MENERBES,84560,SMITH,Will,62,N
1948,MONIEUX,84390,LY,Bashir,44,N
1949,MURS,84220,NIABA,Victoria,36,N
1950,ROBION,84440,DESNOUST,Nicolas,47,N
1951,ROUSSILLON,84220,DUPONT,Jean-Luc,25,N
1952,SABLET,84110,DEPARDIEU,Gérard,25,O
1953,ST CHRISTOL,84390,PARADIS,Vanessa,21,N
1954,ST HIPPOLYTE LE GRAVEYRON,84330,SPACEY,Kevin,45,O
1955,ST MARCELLIN LES VAISON,84110,SMITH,Will,62,N
1956,ST ROMAIN EN VIENNOIS,84110,LY,Bashir,44,O
1957,ST SATURNIN LES APT,84490,NIABA,Victoria,36,O
1958,SARRIANS,84260,DESNOUST,Nicolas,47,N
1959,SAULT,84390,DUPONT,Jean-Luc,25,N
1960,SIVERGUES,84400,DEPARDIEU,Gérard,25,N
1961,FONTAINE DE VAUCLUSE,84800,PARADIS,Vanessa,21,N
1962,VAUGINES,84160,SPACEY,Kevin,45,N
1963,VIENS,84750,SMITH,Will,62,N
1964,VIOLES,84150,LY,Bashir,44,N
1965,VITROLLES EN LUBERON,84240,NIABA,Victoria,36,N
1966,ALLEMAGNE EN PROVENCE,4500,DESNOUST,Nicolas,47,N
1967,ANNOT,4240,DUPONT,Jean-Luc,25,N
1968,ARCHAIL,4420,DEPARDIEU,Gérard,25,N
1969,AUTHON,4200,PARADIS,Vanessa,21,N
1970,BARCELONNETTE,4400,SPACEY,Kevin,45,N
1971,BEVONS,4200,SMITH,Will,62,N
1972,BRAUX,4240,LY,Bashir,44,O
1973,CHAMPTERCIER,4660,NIABA,Victoria,36,N
1974,CLAMENSANE,4250,DESNOUST,Nicolas,47,N
1975,CORBIERES,4220,DUPONT,Jean-Luc,25,N
1976,CRUIS,4230,DEPARDIEU,Gérard,25,N
1977,FAUCON DU CAIRE,4250,PARADIS,Vanessa,21,N
1978,FAUCON DE BARCELONNETTE,4400,SPACEY,Kevin,45,N
1979,LA JAVIE,4000,SMITH,Will,62,N
1980,MAJASTRES,4270,LY,Bashir,44,O
1981,MANE,4300,NIABA,Victoria,36,N
1982,VILLEBOIS LES PINS,5700,DESNOUST,Nicolas,47,N
1983,LES ARCS,83460,DUPONT,Jean-Luc,25,N
1984,BAGNOLS EN FORET,83600,DEPARDIEU,Gérard,25,N
1985,LA BASTIDE,83840,PARADIS,Vanessa,21,N
1986,BRAS,83149,SPACEY,Kevin,45,N
1987,BRIGNOLES,83170,SMITH,Will,62,N
1988,BRUE AURIAC,83119,LY,Bashir,44,N
1989,CABASSE,83340,NIABA,Victoria,36,N
1990,CALLAS,83830,DESNOUST,Nicolas,47,O
1991,CALLIAN,83440,DUPONT,Jean-Luc,25,N
1992,LA CELLE,83170,DEPARDIEU,Gérard,25,N
1993,CLAVIERS,83830,PARADIS,Vanessa,21,O
1994,COMPS SUR ARTUBY,83840,SPACEY,Kevin,45,N
1995,ARLES,13123,DESNOUST,Nicolas,62,N
1996,ARLES,13129,DUPONT,Jean-Luc,44,O
1997,ARLES,13280,DEPARDIEU,Gérard,36,N
1998,BEAURECUEIL,13100,PARADIS,Vanessa,47,N
1999,LA BOUILLADISSE,13720,SPACEY,Kevin,25,O
2000,CABRIES,13480,DESNOUST,Nicolas,25,N
2001,CARRY LE ROUET,13620,DUPONT,Jean-Luc,21,O
2002,CHATEAURENARD,13160,DEPARDIEU,Gérard,45,O
2003,EGUILLES,13510,PARADIS,Vanessa,62,N
2004,EYGUIERES,13430,SPACEY,Kevin,44,O
2005,EYRAGUES,13630,SMITH,Will,36,N
2006,LA FARE LES OLIVIERS,13580,LY,Bashir,47,N
2007,FUVEAU,13710,NIABA,Victoria,25,N
2008,GARDANNE,13120,DESNOUST,Nicolas,25,N
2009,LANCON PROVENCE,13680,DUPONT,Jean-Luc,21,O
2010,MALLEMORT,13370,DEPARDIEU,Gérard,45,N
2011,MARTIGUES,13500,PARADIS,Vanessa,62,N
2012,LA PENNE SUR HUVEAUNE,13821,SPACEY,Kevin,44,N
2013,PEYNIER,13790,SMITH,Will,36,N
2014,PEYROLLES EN PROVENCE,13860,LY,Bashir,47,O
2015,PLAN D ORGON,13750,NIABA,Victoria,25,O
2016,PUYLOUBIER,13114,DESNOUST,Nicolas,25,N
2017,ROQUEVAIRE,13360,DUPONT,Jean-Luc,21,N
2018,LE ROVE,13740,DEPARDIEU,Gérard,45,N
2019,ST CHAMAS,13250,PARADIS,Vanessa,62,O
2020,ST MARC JAUMEGARDE,13100,SPACEY,Kevin,44,N
2021,ST MITRE LES REMPARTS,13920,SMITH,Will,36,N
2022,ST VICTORET,13730,LY,Bashir,47,N
2023,SAUSSET LES PINS,13960,NIABA,Victoria,25,N
2024,SENAS,13560,DESNOUST,Nicolas,25,N
2025,MARSEILLE 09,13009,DUPONT,Jean-Luc,21,N
2026,MARSEILLE 13,13013,DEPARDIEU,Gérard,45,O
2027,MARSEILLE 16,13016,PARADIS,Vanessa,62,N
2028,ALLONS,4170,SPACEY,Kevin,44,N
2029,AUBIGNOSC,4200,SMITH,Will,36,N
2030,BARRAS,4380,LY,Bashir,47,N
2031,BAYONS,4250,NIABA,Victoria,25,N
2032,BEAUJEU,4420,DESNOUST,Nicolas,25,N
2033,LA BRILLANNE,4700,DUPONT,Jean-Luc,21,N
2034,CASTELLANE,4120,DEPARDIEU,Gérard,45,N
2035,CASTELLET LES SAUSSES,4320,PARADIS,Vanessa,62,N
2036,VAL DE CHALVAGNE,4320,SPACEY,Kevin,44,N
2037,LE CHAFFAUT ST JURSON,4510,SMITH,Will,36,N
2038,CHATEAUNEUF MIRAVAIL,4200,LY,Bashir,47,O
2039,CHATEAUNEUF VAL ST DONAT,4200,NIABA,Victoria,25,N
2040,CHATEAUREDON,4270,DESNOUST,Nicolas,25,N
2041,CUREL,4200,DUPONT,Jean-Luc,21,N
2042,ENCHASTRAYES,4400,DEPARDIEU,Gérard,45,N
2043,ENTREPIERRES,4200,PARADIS,Vanessa,62,N
2044,ENTREVAUX,4320,SPACEY,Kevin,44,N
